"","means","std"
"1",0.00160000000001048,0.000699205898776213
"2",0.013200000000009,0.0028982753492319
"3",0.0375999999999976,0.0163108689052626
"4",0.0501000000000147,0.00598980615527939
"5",0.0728000000000094,0.00626808494588444
"6",0.140000000000012,0.0620107517559252
"7",0.142299999999997,0.0228815791995792
"8",0.335499999999996,0.133977817401076
"9",0.284600000000017,0.106725192277488
"10",0.321199999999979,0.0733951254815032
"11",0.380299999999997,0.0559901777100246
"12",0.489199999999988,0.139741666418206
"13",0.610100000000017,0.115331840067381
"14",0.6161,0.101548510574999
"15",0.861099999999988,0.0851488239626575
"16",0.805500000000012,0.101204139133608
"17",1.0557,0.085350323829362
"18",1.07829999999998,0.132349747092918
"19",1.25420000000002,0.16363767564009
"20",1.36909999999998,0.123994130685462
"21",1.62080000000002,0.15778311415073
"22",1.76580000000001,0.250865523958778
"23",1.94649999999998,0.184081654587185
"24",2.0241,0.211918983471416
"25",2.11910000000002,0.251914204971972
"26",2.3901,0.386739202966448
"27",2.5817,0.296519457858803
"28",2.7279,0.314957651474323
"29",2.88369999999998,0.35955776850027
"30",3.08809999999999,0.46160239023067
"31",3.26810000000001,0.417574331373731
"32",3.51089999999998,0.431393208106019
"33",3.77550000000001,0.465142809611552
"34",3.89640000000002,0.394494106419845
"35",4.21709999999999,0.186824011066875
"36",4.34920000000001,0.309196018373082
"37",4.61020000000001,0.357603380545803
"38",4.92559999999999,0.75511679744118
"39",5.14980000000003,0.680558398180004
"40",5.339,0.506552618743182
